@relation "cora-ATVYOall"

@attribute author string
@attribute year string
@attribute title string
@attribute venue string
@attribute other string
@attribute all string
@attribute class {'aha1987', 'aha1989', 'aha1990', 'aha1991', 'aha1992', 'ahlskog1994a', 'asfahl1992a', 'auer1995a', 'benford1993a', 'benford1994a', 'benford1995a', 'benford1995b', 'blum1993', 'blum1994', 'brodley1992', 'brodley1992b', 'brodley1994', 'brodley1995', 'brown1992a', 'buth1992a', 'callan1991', 'callan1991aaai', 'cardie1993', 'carlson1993a', 'caruana1993', 'cesa-bianchi1993', 'cesa-bianchi1994', 'cesa-bianchi1994b', 'cesa-bianchi1996', 'cesa-bianchi1997', 'chapman1987', 'chapman1991', 'cheng1996', 'clark1993', 'cleeremans1989', 'clouse1992', 'cohen1998', 'conery1981', 'conery1983', 'conery1985', 'conery1985a', 'conery19xx', 'connel1987', 'connell1987', 'cramer1985a', 'craven1993', 'daelemans1995a', 'danyluk1993', 'dasarathy1991', 'datta1992', 'datta1995', 'deb1989a', 'dempster1977a', 'dietterich1996', 'dill1997a', 'dill1997b', 'draper1994', 'drucker1992', 'drucker1993', 'druker1992', 'dutta1988a', 'ehrenfeucht1988', 'ehrenfeucht1989', 'fahle1981a', 'fahle1991a', 'fahle1992a', 'fahle1993a', 'fahle1995a', 'fahle1997a', 'fahlen1993a', 'fahlman1974a', 'fahlman1979a', 'fahlman1980a', 'fahlman1981a', 'fahlman1981b', 'fahlman1985a', 'fahlman1987a', 'fahlman1988a', 'fahlman1988b', 'fahlman1990a', 'fahlman1990b', 'fahlman1991a', 'fahlman1991b', 'fahlman1991c', 'fahlman1993a', 'fahlman1993b', 'fahlman1996a', 'fahln1993a', 'fawcett1991', 'fawcett1992', 'fayyad1993', 'feder1995', 'forchheimer1983a', 'frankel1994a', 'freund0000a', 'freund1990', 'freund1992a', 'freund1992b', 'freund1992c', 'freund1993a', 'freund1993b', 'freund1993c', 'freund1995a', 'freund1995b', 'freund1995c', 'freund1995d', 'freund1995e', 'freund1995f', 'freund1996a', 'freund1996b', 'freund1996c', 'freund1996d', 'freund1996e', 'freund1997a', 'freund1997b', 'freund1997c', 'freund1997d', 'goldman1989', 'goldman1990', 'goldman1990a', 'goldman1990c', 'goldman1991', 'goldman1993', 'goldman1993a', 'goldman1995', 'hall1989', 'hampson1993', 'hampson1995', 'haussler1988', 'haussler1991', 'haussler1991c', 'haussler1991p', 'haussler1992', 'haussler1994', 'haussler1994a', 'haussler1996', 'helmbold1995', 'helmbold1995a', 'helmbold1996', 'helmbold1996a', 'helmbold1997', 'helmbold1997c', 'hendren1992a', 'herzog1995a', 'hoehfeld1992a', 'hu1996', 'huffman1993', 'johnson1982', 'jordan1993', 'kaelbling1993', 'kautz1993', 'kautz1995', 'kearns1987', 'kearns1987b', 'kearns1988', 'kearns1988a', 'kearns1988b', 'kearns1989', 'kearns1989a', 'kearns1990', 'kearns1990b', 'kearns1990c', 'kearns1992a', 'kearns1992c', 'kearns1993a', 'kearns1993b', 'kearns1993c', 'kearns1994a', 'kearns1994b', 'kearns1994c', 'kearns1994cryp', 'kearns1994d', 'kearns1994e', 'kearns1995a', 'kearns1995b', 'kearns1996a', 'kearns1996b', 'kearns1997a', 'kearns1997b', 'kearns1997c', 'kearns1998', 'kearns1999a', 'kearns1999b', 'kelly1991andjunk', 'kibler1978', 'kibler1981', 'kibler1983', 'kibler1985', 'kibler1988', 'kibler1988a', 'kibler1989', 'kibler1993', 'knoop1992a', 'knopp1992a', 'kriegel1993a', 'langendoen1992a', 'langley1986', 'lewis1996', 'littlestone', 'mccallum1993', 'mcdonald1987a', 'mehra1998', 'minton1992', 'mitchell1981', 'mitchell1983', 'mitchell1983ijcai', 'mitchell1993', 'mitchell1993ebl', 'mladenic', 'mladenic1993', 'moss1997', 'musick1992', 'nilsson1994', 'norvig1992', 'ortega1995andjunk', 'ourston1994', 'pazzani1990', 'pazzani1992', 'pfahler1997a', 'poggio1992a', 'poggio1992b', 'pope1992a', 'porter1986', 'quinlan1993', 'ragavan1993', 'rivest1987', 'rivest1987d', 'rivest1989', 'rivest1992', 'rivest1993', 'rivest1994', 'ruby1989', 'ruby1991', 'ruby1991a', 'ruby1992', 'rudy1992', 'rymon1993', 'safford1993', 'schapire', 'schapire1988', 'schapire1989', 'schapire1990', 'schapire1990[', 'schapire1990e', 'schapire1991', 'schapire1991l', 'schapire1992', 'schapire1992a', 'schapire1993', 'schapire1994', 'schapire1996', 'schapire1996p', 'schapire1997', 'schapire1997u', 'schapire1997um', 'schapire1998', 'schapire1998mm', 'schmill1998', 'schwartz1993', 'shapiro1980a', 'skiblics1996', 'sklansky1976', 'standish1976', 'steele1984a', 'steele1990a', 'stone1977', 'sudholt1992a', 'thrun1991a', 'torgo1990', 'torgo1995', 'utgoff1982aaai', 'utgoff1983', 'utgoff1984phd', 'utgoff1986book', 'utgoff1986mlii', 'utgoff1987', 'utgoff1988aaai', 'utgoff1988iid', 'utgoff1988pt', 'utgoff1989', 'utgoff1989mlw', 'utgoff1989pt', 'utgoff1989rp', 'utgoff1990', 'utgoff1991aaai', 'utgoff1991lmdt', 'utgoff1991mdt', 'utgoff1994', 'utgoff1995', 'utgoff1996', 'utgoff1996ks', 'utgoff1996mlii', 'utgoff1996va', 'utgoff1997', 'utgoff1997fa', 'utgoff1998', 'vitek1992a', 'walter1987a', 'webber1994', 'weber1994', 'weiss1993a', 'white1994a', 'wholey1984a', 'yee1990', 'zheng1993'}


@data
"Aha, D., Kibler, D. & Albert, M.", "1991.", "Instance-Based Learning Algorithms.", "Machine Learning", "6, 37-66. ", "Aha, D., Kibler, D. & Albert, M. 1991. Instance-Based Learning Algorithms. Machine Learning 6, 37-66.", 'aha1991'
"Aha, D., Kibler, D. and Albert M.", "(1991).", "Instance based learning algorithms.", "Machine learning,", "volume 6, pp 37-66. Boston, MA: Kluwer Publishers. ", "Aha, D., Kibler, D. and Albert M. (1991). Instance based learning algorithms. Machine learning, volume 6, pp 37-66. Boston, MA: Kluwer Publishers.", 'aha1991'
"Aha, D., Kibler, D., & Albert, M", "(1991).", "Instance-based Learning Algorithms.", "Machine Learning", "v. 6 pp 37-66 Boston: Kluwer Academic Publishers. ", "Aha, D., Kibler, D., & Albert, M (1991). , Instance-based Learning Algorithms. Machine Learning v. 6 pp 37-66 Boston: Kluwer Academic Publishers.", 'aha1991'
"Aha, D., Kibler, D., & Albert, M.", "(1991).", "Instance-Based Learning Algorithms.", "Machine Learning", "6 (1): pp. 37-66. ", "Aha, D., Kibler, D., & Albert, M. (1991). Instance-Based Learning Algorithms. Machine Learning 6 (1): pp. 37-66.", 'aha1991'
"Aha, D., Kibler, D., & Albert, M.", "(1991).", "Instance-Based Learning Algorithms.", "Machine Learning,", "6(1), 37-66. ", "Aha, D., Kibler, D., & Albert, M. (1991). Instance-Based Learning Algorithms. Machine Learning, 6(1), 37-66.", 'aha1991'
"Aha, D., Kibler, D., & Albert, M.", "(1991).", "Instance-based learning algorithms.", "Machine learning,", "6, 37-66. ", "Aha, D., Kibler, D., & Albert, M. (1991). Instance-based learning algorithms. Machine learning, 6, 37-66.", 'aha1991'
"Aha, D., Kibler, D., & Albert, M.", "1991.", "Instance-based Learning Algorithms.", "Machine Learning,", "7, 37-66. ", "Aha, D., Kibler, D., & Albert, M. 1991. Instance-based Learning Algorithms. Machine Learning, 7, 37-66.", 'aha1991'
"Aha, D., Kibler, D., and Albert, M.", "(1991).", "Instance-Based Learning Algorithms.", "Machine Learning", "6, 37-66. ", "Aha, D., Kibler, D., and Albert, M. (1991). Instance-Based Learning Algorithms. Machine Learning 6, 37-66.", 'aha1991'
"Aha, D., Kibler, D., and Albert, M.", "(1991).", "Instance-based learning algorithms.", "Machine Learning,", "7, pp. 37-66. ", "Aha, D., Kibler, D., and Albert, M. (1991). Instance-based learning algorithms. Machine Learning, 7, pp. 37-66.", 'aha1991'
"Aha, D.W., D. Kibler & Albert M.K.", "(1991),", "Instance-Based Learning Algorithms,", "Machine Learning,", "6, pp. 37-66. ", "Aha, D.W., D. Kibler & Albert M.K. (1991), Instance-Based Learning Algorithms, Machine Learning, 6, pp. 37-66.", 'aha1991'
"Aha, D.W., Kibler, D., & Albert, M.K.", "(1991).", "Instance-based learning algorithms,", "Machine Learning,", "6, 37-66. ", "Aha, D.W., Kibler, D., & Albert, M.K. (1991). Instance-based learning algorithms, Machine Learning, 6, 37-66.", 'aha1991'
"Aha, D.W., Kibler, D., & Albert, M.K.", "(1991).", "Instance-based learning algorithms.", "Machine Learning,", "6, 37-66. ", "Aha, D.W., Kibler, D., & Albert, M.K. (1991). Instance-based learning algorithms. Machine Learning, 6, 37-66.", 'aha1991'
"Aha, David W., Dennis Kibler, Albert Marc K.", "(1991).", "Instance-Based Learning Algorithms.", "Machine Learning,", "6, pp. 37-66. ", "Aha, David W., Dennis Kibler, Albert Marc K. (1991). Instance-Based Learning Algorithms. Machine Learning, 6, pp. 37-66.", 'aha1991'
"Aha, David W., Dennis Kibler, Marc K. Albert,", "(1991).", "Instance-Based Learning Algorithms,", "Machine Learning,", "vol. 6 pp. 37-66. ", "Aha, David W., Dennis Kibler, Marc K. Albert, (1991). Instance-Based Learning Algorithms, Machine Learning, vol. 6 pp. 37-66.", 'aha1991'
"Aha, David W., Dennis Kibler, Marc K. Albert,", "(1991).", "Instance-Based Learning Algorithms,", "Machine Learning,", "vol.6, pp. 37-66. ", "Aha, David W., Dennis Kibler, Marc K. Albert, (1991). Instance-Based Learning Algorithms, Machine Learning, vol.6, pp. 37-66.", 'aha1991'
"Aha, David W., Dennis Kibler, Marc K. Albert.", "1991.", "Instance-Based Learning Algorithms.", "Machine Learning.", "6, pp. 37-66. ", "Aha, David W., Dennis Kibler, Marc K. Albert. 1991. Instance-Based Learning Algorithms. Machine Learning. 6, pp. 37-66.", 'aha1991'
"Aha, David W., Dennis Kibler, and Marc K. Albert,", "(1991).", "Instance-Based Learning Algorithms.", "Machine Learning,", "Vol6, pp. 37-66. ", "Aha, David W., Dennis Kibler, and Marc K. Albert, (1991). Instance-Based Learning Algorithms. Machine Learning, Vol6, pp. 37-66.", 'aha1991'
"Aha, David W., Dennis Kibler, and Marc K. Albert,", "(1991).", "Instance-Based Learning Algorithms.", "Machine Learning,", "Vol.6 pp. 37-66. ", "Aha, David W., Dennis Kibler, and Marc K. Albert, (1991). Instance-Based Learning Algorithms. Machine Learning, Vol.6 pp. 37-66.", 'aha1991'
"Aha, David W., Dennis Kibler, and Marc K. Albert,", "(1991).", "Instance-Based Learning Algorithms.", "Machine Learning,", "Vol.6, pp. 37-66. ", "Aha, David W., Dennis Kibler, and Marc K. Albert, (1991). Instance-Based Learning Algorithms. Machine Learning, Vol.6, pp. 37-66.", 'aha1991'
"Aha, David W., Kibler, Dennis, & Albert, Marc K.", "1991.", "Instance-Based Learning Algorithms.", "Machine Learning,", "6(1), 37-66. ", "Aha, David W., Kibler, Dennis, & Albert, Marc K. 1991. Instance-Based Learning Algorithms. Machine Learning, 6(1), 37-66.", 'aha1991'
"D. Aha, D. Kibler, and M. Albert.", "1991.", "Instance-based Learning Algorithms.", "Machine Learning,", "Vol. 6, pp. 37-66. ", "D. Aha, D. Kibler, and M. Albert. 1991. Instance-based Learning Algorithms. Machine Learning, Vol. 6, pp. 37-66.", 'aha1991'
"Aha, D. W., Kibler, D., Albert, M. K.", "(1991)", "\"Instance-Based Learning Methods,\"", "Machine Learning,", "6, 37-66. ", "Aha, D. W., Kibler, D., Albert, M. K. (1991) \"Instance-Based Learning Methods,\" Machine Learning, 6, 37-66.", 'aha1991'
"Aha, D., D. Kibler, Albert & M.", "(1991).", "Instance-Based Learning Algorithms.", "Machine Learning", "6, 37-66. ", "Aha, D., D. Kibler, Albert & M. (1991). Instance-Based Learning Algorithms. Machine Learning 6, 37-66.", 'aha1991'
"D. Aha, D. Kibler, and M. Albert,", "1991.", "\"Instance-based learning algorithms,\"", "Machine Learning,", "vol. 6, pp. 37-66, ", "D. Aha, D. Kibler, and M. Albert, \"Instance-based learning algorithms,\" Machine Learning, vol. 6, pp. 37-66, 1991.", 'aha1991'
"D. Aha, D. Kibler, and M. Albert,", "1991.", "\"Instance-based learning algorithms,", "\" Machine Learning,", "vol. 6, pp. 37-66, ", "D. Aha, D. Kibler, and M. Albert, \"Instance-based learning algorithms, \" Machine Learning, vol. 6, pp. 37-66, 1991.", 'aha1991'
"Aha, D., Kibler, D. and Albert, M.:", "(1991)", "Instance-Based Learning Algorithms.", "Machine Learning", "6, 37-66. ", "Aha, D., Kibler, D. and Albert, M.: Instance-Based Learning Algorithms. Machine Learning 6, (1991) 37-66.", 'aha1991'
"Aha, D.W., Kibler, D., and Albert,", "1991,", "M.K. Instance-Based Learning Algorithms.", "Machine Learning,", "6, 37-66. ", "Aha, D.W., Kibler, D., and Albert, M.K. Instance-Based Learning Algorithms. Machine Learning, 6, 1991, 37-66.", 'aha1991'
"Aha, D.W., Kibler, D., and Albert, M.K.", "(1991).", "Instance-Based Learning Algorithms.", "Machine Learning,", "6, 37-66. ", "Aha, D.W., Kibler, D., and Albert, M.K. (1991). Instance-Based Learning Algorithms. Machine Learning, 6, 37-66.", 'aha1991'
"D. Aha, D. Kibler, and M. Albert,", "1991.", "\"Instance-based learning algorithms\",", "Machine Learning,", "vol. 6, ", "D. Aha, D. Kibler, and M. Albert, \"Instance-based learning algorithms\", Machine Learning, vol. 6, 1991.", 'aha1991'
"D. Aha, D. Kibler, and M. Albert,", "1991.", "\"Instance-based learning algorithms\",", "Machine Learning,", "vol. 6, no. 1, ", "D. Aha, D. Kibler, and M. Albert, \"Instance-based learning algorithms\", Machine Learning, vol. 6, no. 1, 1991.", 'aha1991'
"D. W. Aha, D. Kibler, and M. K. Albert.", "1991.", "Instance-based learning algorithms.", "Machine Learning,", "6, ", "D. W. Aha, D. Kibler, and M. K. Albert. Instance-based learning algorithms. Machine Learning, 6, 1991.", 'aha1991'
"D.W. Aha, D. Kibler, and M.K. Albert,", "(1991).", "`Instance-Based Learning Algorithms',", "Machine Learning,", "6, 37-66, ", "D.W. Aha, D. Kibler, and M.K. Albert, `Instance-Based Learning Algorithms', Machine Learning, 6, 37-66, (1991).", 'aha1991'
"D.W. Aha, D. Kibler, and M.K. Albert.", "1991.", "Instance-based learning algorithms.", "Machine Learning,", "6, ", "D.W. Aha, D. Kibler, and M.K. Albert. Instance-based learning algorithms. Machine Learning, 6, 1991.", 'aha1991'
"Aha, David W., Dennis Kibler, Marc K. Albert,", "(1991).", "Instance-Based Learning Algorithms,", "Machine Learning,", "vol. 6, pp. 37-66. ", "Aha, David W., Dennis Kibler, Marc K. Albert, (1991). Instance-Based Learning Algorithms, Machine Learning, vol. 6, pp. 37-66.", 'aha1991'
"Aha, D. , Kibler, D. , and Albert, M. K.", "(1991).", "Instance-Based Learning Algorithms.", "Machine Learning,", "vol.6 (1). ", "Aha, D. , Kibler, D. , and Albert, M. K. (1991). Instance-Based Learning Algorithms. Machine Learning, vol.6 (1).", 'aha1991'
"D. Aha, D. Kibler, and M. Albert.", "1991.", "Instance-based learning algorithms.", "Machine Learning,", "6(1), ", "D. Aha, D. Kibler, and M. Albert. Instance-based learning algorithms. Machine Learning, 6(1), 1991.", 'aha1991'
"David W. Aha, Dennis Kibler, and Marc K. Albert.", "1991.", "Instance-based learning algorithms.", "Machine Learning,", "6(1), ", "David W. Aha, Dennis Kibler, and Marc K. Albert. Instance-based learning algorithms. Machine Learning, 6(1), 1991.", 'aha1991'
"Aha, D. W., D. Kibler, & Albert M. K.", "(1991).", "Instance-Based Learning Algorithms.", "Machine Learning", "6 (1), 37-66. ", "Aha, D. W., D. Kibler, & Albert M. K. (1991). Instance-Based Learning Algorithms. Machine Learning 6 (1), 37-66.", 'aha1991'
"Aha, D. W., Kibler, D., & Albert, M.", "(1991).", "`Instance-based learning algorithms'.", "Machine Learning,", "7, 37-66. ", "Aha, D. W., Kibler, D., & Albert, M. (1991). `Instance-based learning algorithms'. Machine Learning,, 7, 37-66.", 'aha1991'
"(Aha and Goldstone, 1992) Aha, D. W. and Gold stone, R. L.", "1992.", "Concept learning and flexible weighting.", "In Proceedings of the Fourteenth Annual Conference of the Cognitive Science Society,", "Indiana Univeristy, Bloomington, IN. Lawrence Erl-baum Associates. 534-539. ", "(Aha and Goldstone, 1992) Aha, D. W. and Gold stone, R. L. 1992. Concept learning and flexible weighting. In Proceedings of the Fourteenth Annual Conference of the Cognitive Science Society, Indiana Univeristy, Bloomington, IN. Lawrence Erl-baum Associates. 534-539.", 'aha1992'
"(Aha and Goldstone, 1992) Aha, D. W. and Gold-stone, R. L.", "1992.", "Concept learning and flexible weighting.", "In Proceedings of the Fourteenth Annual Conference of the Cognitive Science Society,", "Indiana Univeristy, Bloomington, IN. Lawrence Erl-baum Associates. 534-539. ", "(Aha and Goldstone, 1992) Aha, D. W. and Gold-stone, R. L. 1992. Concept learning and flexible weighting. In Proceedings of the Fourteenth Annual Conference of the Cognitive Science Society, Indiana Univeristy, Bloomington, IN. Lawrence Erl-baum Associates. 534-539.", 'aha1992'
"S. H. Nienhuys-Cheng and R. De Wolf (1996).", "", "Least Generalizations and Greatest Specializations of Sets of Clauses,", "Journal of Artificial Intelligence Research,", "4 341-363 ", "S. H. Nienhuys-Cheng and R. De Wolf (1996). Least Generalizations and Greatest Specializations of Sets of Clauses, Journal of Artificial Intelligence Research, 4 341-363", 'cheng1996'
"J.S. Conery, D.F. Kibler,", "1981.", "Parallel interpretation of logic programs,", "in Proceedings ACM Symposium on Functional Programming and Computer Architecture,", "", "J.S. Conery, D.F. Kibler, Parallel interpretation of logic programs, in Proceedings ACM Symposium on Functional Programming and Computer Architecture, 1981.", 'conery1981'
"J. S. Conery, D. F. Kibler,", "1981.", "Parallel Interpretation of Logic Programs,", "Proc. ACM Symp. Functional Programming and Computer Architecture,", "f14g ", "J. S. Conery, D. F. Kibler, Parallel Interpretation of Logic Programs, Proc. ACM Symp. Functional Programming and Computer Architecture, 1981. f14g", 'conery1981'
"J. S. Conery, D. F. Kibler,", "1981.", "Parallel Interpretation of Logic Programs,", "Proc. ACM Symp. Functional Programming and Computer Architecture,", "", "J. S. Conery, D. F. Kibler, Parallel Interpretation of Logic Programs, Proc. ACM Symp. Functional Programming and Computer Architecture, 1981.", 'conery1981'
"Dasarathy, B. V.", "(1991).", "Nearest Neighbor(NN) Norms", "NN Pattern Classification Techniques.", "Los Alamitos, California:IEEE Computer Society Press. 18 Data, ", "Dasarathy, B. V. (1991). Nearest Neighbor(NN) Norms NN Pattern Classification Techniques. Los Alamitos, California:IEEE Computer Society Press. 18 Data,", 'dasarathy1991'
"Datta, P. and Kibler, D.", "(1992).", "Utilizing prior concepts for learning.", "In Proceedings of the ML92 Workshop on Biases in Inductive Learning.", "14. ", "Datta, P. and Kibler, D. (1992). Utilizing prior concepts for learning. In Proceedings of the ML92 Workshop on Biases in Inductive Learning. 14.", 'datta1992'
"Datta, P. & Kibler, D.", "(1995).", "Learning prototypical concept descriptions,", "in Proceedings of the Twelfth International Conference on Machine Learning.", "Morgan Kaufmann, Los Altos, California. ", "Datta, P. & Kibler, D. (1995). Learning prototypical concept descriptions, in Proceedings of the Twelfth International Conference on Machine Learning. Morgan Kaufmann, Los Altos, California.", 'datta1995'
"Datta, P. and Kibler, D.", "(1995).", "Learning Prototypical Concept Descriptions.", "In Proceedings of the Twelfth International Conference on Machine 15 Learning.", "Tahoe City, CA. Morgan Kaufmann. ", "Datta, P. and Kibler, D. (1995). Learning Prototypical Concept Descriptions. In Proceedings of the Twelfth International Conference on Machine 15 Learning. Tahoe City, CA. Morgan Kaufmann.", 'datta1995'
"Datta, P. and Kibler, D.", "(1995).", "Learning Prototypical Concept Descriptions.", "In Proceedings of the Twelfth International Conference on Machine Learning.", "Tahoe City, CA. Morgan Kaufmann. ", "Datta, P. and Kibler, D. (1995). Learning Prototypical Concept Descriptions. In Proceedings of the Twelfth International Conference on Machine Learning. Tahoe City, CA. Morgan Kaufmann.", 'datta1995'
"Datta, P., & Kibler, D.", "(1995).", "Learning prototypical concept descriptions.", "Proc. Twelfth International Conference on Machine Learning", "(pp. 158-166). Tahoe City, CA: Morgan Kaufmann. ", "Datta, P., & Kibler, D. (1995). Learning prototypical concept descriptions. Proc. Twelfth International Conference on Machine Learning (pp. 158-166). Tahoe City, CA: Morgan Kaufmann.", 'datta1995'
"Datta, P., and Kibler, D.", "1995.", "Learning prototypical concept descriptions.", "In Proceedings of the Twelfth International Conference on Machine Learning,", "158-166. Tahoe City, CA: Morgan Kaufmann. ", "Datta, P., and Kibler, D. 1995. Learning prototypical concept descriptions. In Proceedings of the Twelfth International Conference on Machine Learning, 158-166. Tahoe City, CA: Morgan Kaufmann.", 'datta1995'
"P. Datta and D. Kibler.", "1995.", "Learning prototypical concept descriptions.", "In Proceedings of the Twelfth International Conference on Machine Learning,", "pages 158-166, Tahoe City, CA, Morgan Kaufmann. 16 ", "P. Datta and D. Kibler. Learning prototypical concept descriptions. In Proceedings of the Twelfth International Conference on Machine Learning, pages 158-166, Tahoe City, CA, 1995. Morgan Kaufmann. 16", 'datta1995'
"Hall, R., Kibler, D., Wenger, E., & Truxaw, C.", "(1989a).", "Exploring the episodic structure of algebra story problem solving.", "Cognition and instruction,", "6, 223-283. ", "Hall, R., Kibler, D., Wenger, E., & Truxaw, C. (1989a). Exploring the episodic structure of algebra story problem solving. Cognition and instruction, 6, 223-283.", 'hall1989'
"Hampson, S. and Kibler, D.", "(1993). 1993.", "Plateaus and plateau search in Boolean satisfiability problems: When to give up searching and start again.", "DIMACS Challenge on Satisfiability Testing,", "", "Hampson, S. and Kibler, D. (1993). Plateaus and plateau search in Boolean satisfiability problems: When to give up searching and start again. DIMACS Challenge on Satisfiability Testing, 1993.", 'hampson1993'
"Steven Hampson and Dennis Kibler.", "1993.", "Plateaus and plateau search in boolean satisfi-ability problems: When to give up searching and start again.", "Workshop Notes: 2nd DIMACS Challenge,", "", "Steven Hampson and Dennis Kibler. Plateaus and plateau search in boolean satisfi-ability problems: When to give up searching and start again. Workshop Notes: 2nd DIMACS Challenge, 1993.", 'hampson1993'
"Hampson, D., & Kibler, S.", "(1995).", "Large plateaus and plateau search in boolean satisfia-bility problems: When to give up searching and start again.", "DIMACS Series in Discrete Mathematics and Theoretical Computer Science: Cliques, Colors and Satisfiability,", "In Johnson, D., & Trick, M. (Eds.), vol.26, pp. 437-456. American Mathematical Society. ", "Hampson, D., & Kibler, S. (1995). Large plateaus and plateau search in boolean satisfia-bility problems: When to give up searching and start again. In Johnson, D., & Trick, M. (Eds.), DIMACS Series in Discrete Mathematics and Theoretical Computer Science: Cliques, Colors and Satisfiability, vol.26, pp. 437-456. American Mathematical Society.", 'hampson1995'
"S. Hampson and D. Kibler.", "1995. 1995,", "Plateaus and plateau search in boolean satisfiability problems: When to give up searching and start again.", "DIMACS Challenge", "Available by http://www.ics.uci.edu/~kibler/. ", "S. Hampson and D. Kibler. Plateaus and plateau search in boolean satisfiability problems: When to give up searching and start again. 1995. DIMACS Challenge 1995, Available by http://www.ics.uci.edu/~kibler/.", 'hampson1995'
"Hu, Y. & Kibler, D.", "1996.", "\"Generation of Attributes for Learning Algorithms\",", "in Proceeding of the 13th National Conference on Artificial Intelligence,", "14 p806--811, ", "Hu, Y. & Kibler, D. \"Generation of Attributes for Learning Algorithms\", 14 in Proceeding of the 13th National Conference on Artificial Intelligence, p806--811, 1996.", 'hu1996'
"Hu, Y., and Kibler, D.,", "1996.", "\"Generation of Attributes for Learning Algorithms\",", "Proceedings of the Thirteenth National Conference on Artificial Intelligence (AAAI96),", "p . 806-811, Portland, OR, ", "Hu, Y., and Kibler, D., \"Generation of Attributes for Learning Algorithms\", Proceedings of the Thirteenth National Conference on Artificial Intelligence (AAAI96), p . 806-811, Portland, OR, 1996.", 'hu1996'
"Kelly, J. D. & Davis, L.", "(1991).", "A Hybrid Genetic Algorithm for Classification.", "In Proceedings of The Twelfth International Joint Conference on Artificial Intelligence,", "645-650. Sydney: Morgan Kaufmann. ", "Kelly, J. D. & Davis, L. (1991). A Hybrid Genetic Algorithm for Classification. In Proceedings of The Twelfth International Joint Conference on Artificial Intelligence, 645-650. Sydney: Morgan Kaufmann.", 'kelly1991andjunk'
"Kibler, D.", "", "(1978) Power, Efficiency, and Correctness of Transformation Systems .", "Ph.D. Thesis.", "University of California, Irvine. ", "Kibler, D. (1978) Power, Efficiency, and Correctness of Transformation Systems . Ph.D. Thesis. University of California, Irvine.", 'kibler1978'
"D. Kibler and P. Morris.", "1981.", "Don't Be Stupid.", "In Proceedings of IJCAI-81,", "", "D. Kibler and P. Morris. Don't Be Stupid. In Proceedings of IJCAI-81, 1981.", 'kibler1981'
"Kibler, D., & Porter, B.", "(1983).", "Episodic learning.", "In Proceedings of AAAI-83.", "Los Altos, CA: Morgan-Kaufmann. 191-196. ", "Kibler, D., & Porter, B. (1983). Episodic learning. In Proceedings of AAAI-83. Los Altos, CA: Morgan-Kaufmann. 191-196.", 'kibler1983'
"D. Kibler.", "1985.", "Natural generation of heuristics by transforming the problem representation.", "Technical Report TR-85-20,", "Computer Science Department, UC-Irvine, ", "D. Kibler. Natural generation of heuristics by transforming the problem representation. Technical Report TR-85-20, Computer Science Department, UC-Irvine, 1985.", 'kibler1985'
"D. Kibler and P. Langley.", "1988.", "Machine learning as an experimental science.", "In Proceedings of 1988 European Working Session on Learning,", "pages 81-92, ", "D. Kibler and P. Langley. Machine learning as an experimental science. In Proceedings of 1988 European Working Session on Learning, pages 81-92, 1988.", 'kibler1988'
"D. Kibler and P. Langley.", "1988.", "Machine learning as an experimental science.", "In Proc. of 1988 Euro. Working Session on Learning,", "pages 8192, ", "D. Kibler and P. Langley. Machine learning as an experimental science. In Proc. of 1988 Euro. Working Session on Learning, pages 8192, 1988.", 'kibler1988'
"Kibler D. & Langley, P.", "1988.", "Machine Learning as an Experimental Science.", "In Proc. of the Third European Working Session on Learning,", "81-92, Glasgow, UK. ", "Kibler D. & Langley, P. 1988. Machine Learning as an Experimental Science. In Proc. of the Third European Working Session on Learning, 81-92, Glasgow, UK.", 'kibler1988'
"Kibler D. & Langley, P.", "1988.", "Machine Learning as an Experimental Science.", "In Proceedings of the Third European Working Session on Learning,", "81-92, Glas-gow, UK. ", "Kibler D. & Langley, P. 1988. Machine Learning as an Experimental Science. In Proceedings of the Third European Working Session on Learning, 81-92, Glas-gow, UK.", 'kibler1988'
